Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(g.f),Power(W)
9.576,18047,796,50,2005,1999,2500,0.615,12.17,206.00,7.48
9.576,18048,796,50,2005,2000,2501,0.600,12.16,206.00,7.30
9.576,18049,796,50,2005,1999,2500,0.600,12.18,206.00,7.31
9.576,18050,796,50,2004,1998,2498,0.608,12.18,209.00,7.40
9.576,18051,796,50,2004,1998,2501,0.586,12.17,206.00,7.13
9.577,18052,796,50,2003,1998,2500,0.586,12.16,208.00,7.13
9.577,18053,796,50,2002,1998,2498,0.600,12.17,208.00,7.30
9.577,18054,796,50,2004,1998,2499,0.593,12.17,208.00,7.22
9.577,18055,796,50,2003,1996,2501,0.586,12.18,206.00,7.14
9.577,18111,670,50,2003,1998,2502,0.608,12.16,206.00,7.39
9.577,18112,670,50,2004,1999,2500,0.615,12.17,209.00,7.48
9.577,18113,670,50,2003,1997,2500,0.615,12.16,208.00,7.48
9.577,18114,670,50,2005,1999,2500,0.608,12.15,209.00,7.39
9.578,18115,670,50,2003,1999,2500,0.615,12.17,209.00,7.48
9.580,18116,670,50,2003,1999,2501,0.608,12.16,208.00,7.39
9.583,18117,670,50,2003,1999,2501,0.615,12.17,209.00,7.48
9.584,18118,670,50,2004,1999,2501,0.608,12.17,208.00,7.40
9.586,18119,670,50,2003,1997,2501,0.615,12.15,206.00,7.47
9.588,18120,670,50,2004,1998,2499,0.630,12.18,209.00,7.67
9.589,18121,670,50,2003,1997,2500,0.622,12.17,208.00,7.57
9.592,18122,670,50,2003,1996,2501,0.615,12.17,208.00,7.48
9.594,18123,670,50,2005,1999,2500,0.622,12.18,209.00,7.57
9.596,18124,670,50,2005,1999,2501,0.615,12.17,208.00,7.48
9.598,18125,670,50,2005,1999,2500,0.615,12.17,208.00,7.48
9.600,18126,670,50,2005,1999,2500,0.600,12.18,209.00,7.31
9.602,18127,670,50,2005,1998,2501,0.622,12.16,208.00,7.56
9.604,18128,670,50,2006,1998,2499,0.637,12.19,209.00,7.76
9.606,18129,670,50,2005,1999,2500,0.615,12.17,208.00,7.48
9.608,18130,670,50,2006,1999,2499,0.630,12.17,211.00,7.67
9.610,18131,670,50,2005,1998,2498,0.630,12.18,209.00,7.67
9.612,18132,670,50,2003,1997,2500,0.608,12.16,208.00,7.39
9.614,18133,670,50,2006,1999,2499,0.608,12.16,209.00,7.39
9.617,18134,464,50,2005,1999,2499,0.608,12.16,209.00,7.39
9.618,18135,464,50,2004,1998,2499,0.622,12.16,208.00,7.56
9.621,18136,464,50,2004,1997,2498,0.608,12.17,211.00,7.40
9.621,18137,464,50,2005,1999,2499,0.622,12.18,208.00,7.57
9.624,18138,464,50,2004,1998,2498,0.622,12.17,211.00,7.57
9.626,18139,464,50,2005,1999,2499,0.637,12.19,211.00,7.76
9.628,18140,464,50,2005,1998,2500,0.600,12.17,208.00,7.30
9.631,18141,464,50,2005,1999,2499,0.630,12.18,211.00,7.67
9.632,18142,464,50,2003,1997,2500,0.608,12.16,209.00,7.39
9.634,18143,464,50,2003,1997,2503,0.615,12.17,205.00,7.48
9.637,18144,464,50,2003,1997,2500,0.600,12.17,208.00,7.30
9.638,18145,464,50,2004,1997,2500,0.608,12.16,208.00,7.39
9.641,18146,464,50,2004,1997,2499,0.622,12.16,209.00,7.56
9.642,18147,464,50,2006,1998,2499,0.615,12.18,209.00,7.49
9.644,18148,464,50,2005,1997,2500,0.615,12.17,209.00,7.48
9.647,18149,464,50,2006,1998,2499,0.615,12.18,209.00,7.49
9.648,18150,464,50,2007,1999,2498,0.630,12.18,211.00,7.67
9.651,18151,464,50,2005,1998,2500,0.608,12.16,208.00,7.39
9.652,18152,464,50,2008,2000,2499,0.608,12.17,209.00,7.40
9.654,18153,464,50,2006,1998,2500,0.615,12.16,206.00,7.48
9.656,18154,464,50,2006,1999,2497,0.622,12.18,212.00,7.57
9.659,18155,464,50,2005,1998,2499,0.600,12.16,209.00,7.30
9.660,18156,464,50,2004,1998,2499,0.608,12.17,208.00,7.40
9.663,18157,464,50,2006,1999,2499,0.615,12.17,211.00,7.48
9.664,18158,464,50,2007,2000,2498,0.608,12.17,211.00,7.40
9.666,18159,464,50,2004,1997,2499,0.608,12.16,208.00,7.39
10.216,18160,464,50,2007,1999,2499,0.622,12.17,211.00,7.57
10.216,18161,464,50,2002,1995,2500,0.608,12.16,206.00,7.39
10.216,18162,464,50,2004,1996,2500,0.608,12.17,208.00,7.40
10.216,18163,464,50,2005,1997,2500,0.615,12.18,209.00,7.49
10.216,18164,464,50,2004,1997,2500,0.615,12.17,208.00,7.48
10.216,18165,464,50,2006,1999,2500,0.615,12.17,208.00,7.48
10.216,18166,464,50,2005,1998,2499,0.615,12.19,209.00,7.49
10.216,18167,464,50,2005,1998,2501,0.600,12.16,206.00,7.30
10.216,18168,464,50,2007,1999,2500,0.615,12.17,209.00,7.48
10.216,18169,464,50,2007,2000,2501,0.608,12.16,206.00,7.39
10.216,18170,464,50,2005,1997,2499,0.615,12.17,209.00,7.48
10.216,18171,464,50,2007,1999,2498,0.615,12.18,209.00,7.49
10.216,18172,464,50,2007,1999,2500,0.622,12.18,208.00,7.57
10.216,18173,464,50,2008,2000,2499,0.622,12.17,209.00,7.57
10.216,18174,464,50,2008,2000,2499,0.622,12.18,209.00,7.57
10.216,18175,464,50,2006,1998,2500,0.622,12.17,208.00,7.57
10.216,18176,464,50,2007,1999,2498,0.644,12.19,211.00,7.85
10.217,18177,464,50,2005,1999,2498,0.637,12.18,209.00,7.76
10.217,18178,464,50,2006,1999,2498,0.622,12.17,209.00,7.57
10.217,18179,464,50,2006,1998,2498,0.615,12.17,209.00,7.48
10.217,18180,464,50,2005,1998,2498,0.630,12.18,208.00,7.67
10.217,18181,464,50,2005,1999,2498,0.615,12.18,208.00,7.49
10.217,18182,464,50,2006,1999,2499,0.630,12.18,209.00,7.67
10.217,18183,464,50,2004,1997,2499,0.608,12.17,209.00,7.40
10.217,18184,464,50,2005,1999,2498,0.622,12.18,211.00,7.57
10.217,18185,464,50,2005,1998,2500,0.615,12.17,208.00,7.48
10.217,18186,464,50,2006,1999,2498,0.630,12.18,209.00,7.67
10.217,18187,464,50,2006,2000,2499,0.637,12.19,209.00,7.76
10.217,18188,464,50,2005,1997,2499,0.608,12.17,209.00,7.40
10.217,18189,464,50,2006,1997,2499,0.615,12.18,209.00,7.49
10.217,18190,464,50,2007,1999,2499,0.622,12.19,209.00,7.58
10.217,18191,464,50,2006,1998,2501,0.608,12.17,206.00,7.40
10.217,18192,464,50,2008,1999,2498,0.615,12.18,211.00,7.49
10.217,18193,464,50,2007,1998,2501,0.608,12.17,206.00,7.40
10.217,18194,464,50,2007,2000,2497,0.615,12.18,211.00,7.49
10.217,18195,464,50,2007,1999,2498,0.622,12.18,211.00,7.57
10.217,18196,464,50,2006,1998,2499,0.608,12.17,208.00,7.40
10.217,18197,464,50,2006,1999,2498,0.622,12.19,209.00,7.58
10.217,18198,464,50,2006,1997,2498,0.608,12.17,209.00,7.40
10.217,18199,464,50,2004,1996,2499,0.615,12.17,208.00,7.48
10.217,18200,464,50,2006,1999,2497,0.615,12.18,211.00,7.49
10.217,18201,464,50,2006,1997,2499,0.615,12.17,209.00,7.48
10.217,18202,464,50,2006,1998,2498,0.608,12.17,211.00,7.40
10.217,18203,464,50,2006,1999,2498,0.615,12.18,211.00,7.49
10.217,18204,464,50,2006,1998,2498,0.615,12.17,209.00,7.48
10.217,18205,464,50,2006,1999,2498,0.608,12.18,211.00,7.40
10.217,18206,464,50,2006,1998,2498,0.608,12.18,209.00,7.40
10.218,18207,464,50,2005,1998,2500,0.608,12.16,208.00,7.39
10.218,18208,464,50,2006,1998,2500,0.608,12.17,209.00,7.40
10.218,18209,464,50,2004,1996,2501,0.608,12.17,205.00,7.40
10.218,18210,464,50,2007,1999,2498,0.615,12.18,209.00,7.49
10.218,18211,464,50,2007,1999,2497,0.622,12.19,212.00,7.58
10.218,18212,464,50,2006,1998,2498,0.622,12.18,211.00,7.57
10.218,18213,464,50,2006,1998,2498,0.615,12.19,211.00,7.49
10.218,18214,464,50,2007,1998,2497,0.615,12.18,211.00,7.49
10.218,18215,464,50,2006,1998,2499,0.608,12.16,206.00,7.39
10.218,18216,464,50,2007,1998,2498,0.615,12.18,209.00,7.49
10.218,18217,464,50,2006,1997,2500,0.600,12.17,206.00,7.30
10.218,18218,464,50,2008,1999,2498,0.608,12.16,208.00,7.39
10.218,18219,464,50,2006,1998,2498,0.608,12.16,209.00,7.39
10.218,18220,464,50,2007,1999,2497,0.615,12.17,211.00,7.48
10.218,18221,464,50,2007,1999,2498,0.608,12.17,209.00,7.40
10.218,18222,464,50,2005,1998,2497,0.615,12.18,211.00,7.49
10.218,18223,464,50,2005,1997,2498,0.608,12.17,208.00,7.40
10.218,18224,464,50,2007,1999,2497,0.615,12.19,211.00,7.49
10.218,18225,464,50,2005,1998,2499,0.615,12.17,208.00,7.48
10.218,18226,464,50,2005,1998,2499,0.600,12.17,209.00,7.30
10.218,18227,464,50,2006,1997,2500,0.608,12.17,208.00,7.40
10.218,18228,464,50,2007,1998,2499,0.615,12.17,208.00,7.48
10.218,18229,464,50,2008,1999,2499,0.608,12.17,209.00,7.40
10.218,18230,587,50,2006,1998,2499,0.608,12.17,209.00,7.40
10.218,18231,587,50,2008,1999,2501,0.600,12.16,206.00,7.30
10.218,18232,587,50,2006,1998,2497,0.608,12.17,211.00,7.40
10.219,18233,587,50,2008,1999,2499,0.608,12.16,208.00,7.39
10.219,18234,587,50,2008,1999,2498,0.608,12.17,211.00,7.40
10.219,18235,587,50,2008,1999,2498,0.615,12.17,209.00,7.48
10.219,18236,587,50,2005,1996,2499,0.608,12.17,208.00,7.40
10.219,18237,587,50,2008,2000,2497,0.615,12.17,209.00,7.48
10.219,18238,587,50,2008,1999,2497,0.608,12.17,209.00,7.40
10.219,18239,587,50,2007,1999,2499,0.600,12.16,206.00,7.30
10.219,18240,587,50,2007,1999,2498,0.593,12.17,209.00,7.22
10.219,18241,587,50,2007,1998,2499,0.600,12.16,208.00,7.30
10.219,18242,587,50,2007,1999,2497,0.608,12.18,211.00,7.40
10.219,18243,587,50,2005,1998,2497,0.608,12.17,209.00,7.40
10.219,18244,587,50,2006,1998,2499,0.593,12.17,208.00,7.22
10.219,18245,587,50,2006,1997,2499,0.600,12.18,208.00,7.31
10.219,18246,587,50,2007,1997,2499,0.600,12.17,208.00,7.30
10.219,18247,587,50,2007,1999,2500,0.615,12.17,206.00,7.48
10.219,18248,587,50,2007,1999,2499,0.600,12.16,208.00,7.30
10.219,18249,587,50,2007,1999,2498,0.615,12.18,209.00,7.49
10.219,18250,587,50,2006,1998,2499,0.593,12.17,209.00,7.22
10.219,18251,587,50,2007,1998,2498,0.615,12.18,211.00,7.49
10.219,18252,587,50,2008,1998,2498,0.600,12.17,209.00,7.30
10.219,18253,587,50,2007,1998,2497,0.608,12.18,211.00,7.40
10.219,18254,587,50,2006,1997,2497,0.600,12.17,209.00,7.30
10.219,18255,587,50,2006,1996,2499,0.600,12.17,208.00,7.30
10.219,18256,587,50,2009,2000,2497,0.608,12.17,209.00,7.40
10.219,18257,587,50,2008,1999,2499,0.593,12.16,208.00,7.21
10.219,18258,587,50,2007,1999,2498,0.600,12.17,208.00,7.30
10.220,18259,587,50,2008,2000,2497,0.615,12.18,211.00,7.49
10.220,18260,587,50,2006,1998,2497,0.615,12.18,209.00,7.49
10.220,18261,587,50,2007,1998,2498,0.600,12.16,208.00,7.30
10.220,18262,587,50,2006,1998,2498,0.600,12.18,206.00,7.31
10.220,18263,587,50,2005,1998,2498,0.608,12.18,209.00,7.40
10.220,18264,587,50,2007,1999,2498,0.608,12.18,209.00,7.40
10.220,18265,587,50,2007,2000,2499,0.600,12.17,208.00,7.30
10.220,18266,587,50,2007,2000,2498,0.608,12.18,209.00,7.40
10.220,18267,587,50,2008,2000,2499,0.600,12.17,208.00,7.30
10.220,18268,587,50,2008,2000,2500,0.608,12.18,208.00,7.40
10.220,18269,587,50,2006,1998,2499,0.608,12.17,209.00,7.40
10.220,18270,587,50,2005,1997,2500,0.608,12.17,208.00,7.40
10.220,18271,587,50,2008,1998,2498,0.600,12.16,209.00,7.30
10.220,18272,587,50,2007,1998,2497,0.608,12.18,209.00,7.40
10.220,18273,587,50,2006,1997,2498,0.593,12.16,209.00,7.21
10.220,18274,587,50,2006,1998,2497,0.608,12.18,209.00,7.40
10.220,18275,587,50,2008,1999,2497,0.615,12.17,209.00,7.48
10.220,18276,587,50,2009,1999,2498,0.608,12.17,208.00,7.40
10.220,18277,587,50,2008,1999,2498,0.608,12.18,208.00,7.40
10.220,18278,587,50,2006,1998,2498,0.600,12.17,208.00,7.30
10.220,18279,587,50,2007,1997,2498,0.608,12.17,208.00,7.40
10.221,18280,587,50,2006,1998,2498,0.608,12.17,208.00,7.40
10.221,18281,587,50,2007,1998,2498,0.600,12.18,209.00,7.31
10.221,18282,587,50,2006,1998,2498,0.600,12.17,209.00,7.30
10.221,18283,587,50,2007,1999,2498,0.608,12.18,209.00,7.40
10.221,18284,587,50,2006,1997,2499,0.600,12.17,208.00,7.30
10.221,18285,587,50,2006,1998,2500,0.600,12.17,206.00,7.30
10.221,18286,587,50,2005,1997,2501,0.600,12.17,206.00,7.30
10.221,18287,587,50,2006,1998,2500,0.608,12.17,208.00,7.40
10.221,18288,587,50,2007,1998,2499,0.615,12.19,208.00,7.49
10.221,18289,587,50,2007,1999,2498,0.608,12.18,211.00,7.40
10.221,18290,587,50,2006,1998,2497,0.600,12.18,211.00,7.31
10.221,18291,587,50,2006,1998,2498,0.608,12.17,208.00,7.40
10.221,18292,587,50,2007,1998,2498,0.608,12.17,209.00,7.40
10.221,18293,587,50,2006,1997,2499,0.600,12.17,206.00,7.30
10.221,18294,587,50,2005,1996,2498,0.593,12.17,209.00,7.22
10.221,18295,587,50,2005,1996,2498,0.593,12.16,208.00,7.21
10.221,18296,587,50,2006,1997,2497,0.615,12.17,209.00,7.48
10.222,18297,587,50,2006,1998,2496,0.608,12.18,211.00,7.40
10.222,18298,587,50,2005,1998,2497,0.608,12.18,209.00,7.40
10.222,18299,587,50,2006,1998,2497,0.615,12.18,209.00,7.49
10.222,18300,587,50,2005,1997,2497,0.608,12.17,211.00,7.40
10.222,18301,587,50,2007,1998,2500,0.600,12.16,206.00,7.30
10.222,18302,587,50,2006,1998,2500,0.608,12.16,206.00,7.39
10.222,18303,587,50,2004,1998,2501,0.600,12.16,205.00,7.30
10.222,18304,587,50,2005,1997,2500,0.600,12.15,206.00,7.29
10.222,18305,587,50,2007,1999,2499,0.600,12.17,208.00,7.30
10.222,18306,587,50,2006,1998,2499,0.608,12.17,209.00,7.40
10.222,18307,587,50,2005,1997,2498,0.600,12.17,209.00,7.30
10.222,18308,587,50,2005,1997,2498,0.593,12.16,209.00,7.21
10.222,18309,587,50,2007,1997,2498,0.600,12.16,208.00,7.30
10.222,18310,587,50,2006,1997,2499,0.600,12.17,208.00,7.30
10.222,18311,587,50,2006,1998,2497,0.593,12.17,209.00,7.22
10.222,18312,587,50,2004,1997,2496,0.593,12.16,209.00,7.21
10.222,18313,587,50,2007,1999,2498,0.600,12.18,208.00,7.31
10.222,18314,587,50,2007,1998,2497,0.600,12.16,209.00,7.30
10.222,18315,587,50,2006,1997,2498,0.600,12.17,206.00,7.30
10.222,18316,587,50,2006,1999,2498,0.600,12.17,208.00,7.30
10.223,18317,587,50,2005,1998,2497,0.608,12.18,209.00,7.40
10.223,18318,587,50,2007,1999,2498,0.608,12.18,208.00,7.40
10.223,18319,587,50,2007,1998,2498,0.600,12.17,209.00,7.30
10.223,18320,587,50,2005,1997,2498,0.600,12.18,209.00,7.31
10.223,18321,587,50,2004,1998,2498,0.615,12.17,211.00,7.48
10.223,18322,587,50,2004,1996,2500,0.593,12.16,208.00,7.21
10.223,18323,587,50,2007,1999,2500,0.608,12.17,208.00,7.40
10.223,18324,587,50,2007,2000,2499,0.600,12.15,208.00,7.29
10.223,18325,587,50,2004,1997,2499,0.600,12.15,208.00,7.29
10.223,18326,587,50,2005,1998,2499,0.622,12.17,208.00,7.57
10.223,18327,587,50,2007,1998,2499,0.600,12.16,206.00,7.30
10.223,18328,587,50,2006,1998,2498,0.608,12.17,208.00,7.40
10.223,18329,587,50,2005,1998,2496,0.608,12.18,211.00,7.40
10.223,18330,587,50,2004,1996,2498,0.600,12.17,208.00,7.30
10.223,18331,587,50,2004,1996,2499,0.600,12.16,205.00,7.30
10.223,18332,587,50,2006,1998,2497,0.608,12.17,208.00,7.40
10.223,18333,587,50,2005,1997,2496,0.600,12.16,209.00,7.30
10.223,18334,587,50,2005,1998,2499,0.600,12.16,206.00,7.30
10.224,18335,587,50,2004,1998,2497,0.608,12.18,209.00,7.40
10.224,18336,587,50,2005,1997,2498,0.600,12.16,208.00,7.30
10.224,18337,587,50,2006,1998,2498,0.600,12.17,209.00,7.30
10.224,18338,587,50,2006,1998,2498,0.600,12.18,208.00,7.31
10.224,18339,587,50,2003,1997,2500,0.600,12.17,208.00,7.30
10.224,18340,587,50,2004,1998,2499,0.608,12.18,208.00,7.40
10.224,18341,587,50,2005,1998,2499,0.608,12.18,208.00,7.40
10.224,18342,587,50,2006,1999,2499,0.608,12.17,208.00,7.40
10.224,18343,587,50,2005,1998,2500,0.600,12.16,206.00,7.30
10.224,18344,587,50,2003,1998,2498,0.608,12.17,209.00,7.40
10.224,18345,587,50,2004,1998,2496,0.608,12.18,212.00,7.40
10.224,18346,587,50,2006,1998,2498,0.608,12.18,208.00,7.40
10.224,18347,587,50,2005,1997,2498,0.608,12.17,208.00,7.40
10.224,18348,587,50,2004,1997,2496,0.600,12.17,208.00,7.30
10.224,18349,587,50,2004,1996,2497,0.622,12.19,209.00,7.58
10.224,18350,587,50,2004,1997,2497,0.608,12.17,208.00,7.40
10.224,18351,587,50,2006,1998,2498,0.586,12.16,208.00,7.13
10.224,18352,587,50,2005,1997,2498,0.600,12.16,208.00,7.30
10.224,18353,587,50,2004,1997,2497,0.600,12.17,208.00,7.30
10.224,18354,587,50,2002,1997,2497,0.593,12.17,211.00,7.22
10.225,18355,587,50,2005,1999,2497,0.608,12.18,211.00,7.40
10.225,18356,587,50,2006,1998,2498,0.600,12.18,209.00,7.31
10.225,18357,587,50,2007,1999,2498,0.608,12.17,211.00,7.40
10.225,18358,587,50,2007,1999,2498,0.608,12.18,209.00,7.40
10.225,18359,587,50,2006,2000,2499,0.593,12.17,208.00,7.22
10.225,18360,587,50,2005,1999,2499,0.600,12.17,209.00,7.30
10.225,18361,587,50,2007,1999,2499,0.593,12.17,209.00,7.22
10.225,18362,587,50,2007,1999,2498,0.600,12.16,209.00,7.30
10.225,18363,587,50,2005,1999,2498,0.586,12.16,208.00,7.13
10.225,18436,587,50,2005,1997,2497,0.593,12.16,209.00,7.21
10.225,18437,587,50,2003,1996,2499,0.593,12.16,208.00,7.21
10.225,18438,587,50,2002,1995,2499,0.600,12.16,206.00,7.30
10.227,18439,587,50,2004,1997,2497,0.600,12.18,211.00,7.31
10.228,18440,587,50,2002,1997,2499,0.600,12.17,209.00,7.30
10.229,18441,587,50,2004,1998,2501,0.600,12.18,206.00,7.31
10.232,18442,587,50,2005,1999,2502,0.593,12.17,208.00,7.22
10.234,18443,587,50,2005,1998,2502,0.600,12.17,208.00,7.30
10.236,18444,587,50,2005,1999,2501,0.615,12.19,209.00,7.49
10.238,18445,587,50,2003,1997,2501,0.593,12.17,208.00,7.22
10.240,18446,587,50,2003,1998,2500,0.593,12.16,208.00,7.21
10.242,18447,587,50,2005,1999,2499,0.593,12.18,208.00,7.22
10.244,18448,587,50,2005,1998,2499,0.593,12.16,208.00,7.21
10.246,18449,587,50,2004,1997,2499,0.600,12.17,206.00,7.30
10.248,18450,587,50,2003,1997,2499,0.593,12.16,208.00,7.21
10.251,18451,587,50,2003,1996,2499,0.586,12.16,206.00,7.13
10.252,18452,587,50,2005,1997,2497,0.600,12.18,211.00,7.31
10.255,18453,587,50,2003,1996,2497,0.593,12.16,209.00,7.21
10.257,18454,587,50,2004,1997,2497,0.600,12.16,209.00,7.30
10.258,18455,587,50,2004,1995,2500,0.593,12.17,208.00,7.22
10.260,18456,587,50,2005,1998,2499,0.593,12.16,208.00,7.21
10.261,18457,587,50,2005,1999,2500,0.593,12.17,206.00,7.22
10.264,18458,587,50,2004,1999,2501,0.593,12.16,208.00,7.21
10.266,18459,587,50,2003,1998,2500,0.593,12.16,209.00,7.21
10.267,18460,587,50,2005,1999,2500,0.593,12.17,211.00,7.22
10.270,18461,587,50,2005,1998,2500,0.600,12.18,209.00,7.31
10.273,18462,587,50,2005,1999,2500,0.600,12.17,211.00,7.30
10.274,18463,587,50,2006,1999,2502,0.600,12.17,208.00,7.30
10.276,18464,587,50,2003,1997,2500,0.600,12.16,206.00,7.30
10.277,18465,587,50,2005,1998,2499,0.600,12.17,208.00,7.30
10.280,18466,587,50,2005,1998,2498,0.586,12.16,208.00,7.13
10.282,18467,587,50,2006,1998,2498,0.586,12.15,208.00,7.12
10.284,18468,587,50,2004,1995,2499,0.600,12.16,206.00,7.30
10.286,18469,587,50,2004,1996,2498,0.593,12.17,208.00,7.22
10.289,18470,587,50,2005,1996,2497,0.600,12.17,209.00,7.30
10.290,18471,587,50,2005,1997,2499,0.593,12.18,209.00,7.22
10.292,18472,587,50,2004,1997,2498,0.600,12.17,211.00,7.30
10.293,18473,587,50,2003,1997,2499,0.600,12.17,209.00,7.30
10.296,18474,587,50,2004,1997,2501,0.586,12.17,208.00,7.13
10.298,18475,587,50,2004,1996,2502,0.586,12.17,208.00,7.13
10.300,18476,587,50,2004,1998,2503,0.586,12.17,209.00,7.13
10.302,18477,587,50,2005,1999,2503,0.586,12.16,208.00,7.13
10.305,18478,587,50,2006,2000,2502,0.593,12.17,208.00,7.22
10.306,18479,587,50,2005,1999,2502,0.593,12.17,206.00,7.22
10.309,18480,587,50,2005,1998,2499,0.608,12.18,211.00,7.40
10.310,18481,587,50,2006,1998,2498,0.608,12.18,211.00,7.40
10.313,18482,587,50,2005,1997,2499,0.593,12.16,209.00,7.21
10.315,18483,587,50,2005,1997,2499,0.593,12.16,206.00,7.21
10.845,18484,587,50,2005,1996,2499,0.578,12.15,208.00,7.02
10.845,18485,587,50,2006,1996,2498,0.593,12.17,208.00,7.22
10.845,18486,587,50,2005,1996,2498,0.593,12.17,208.00,7.22
10.845,18487,587,50,2004,1996,2497,0.586,12.17,211.00,7.13
10.846,18488,587,50,2004,1996,2498,0.593,12.17,209.00,7.22
10.846,18489,587,50,2005,1996,2500,0.586,12.17,208.00,7.13
10.846,18490,587,50,2005,1996,2500,0.593,12.17,209.00,7.22
10.846,18491,587,50,2005,1998,2501,0.593,12.16,211.00,7.21
10.846,18492,587,50,2005,1998,2501,0.593,12.17,209.00,7.22
10.846,18493,587,50,2005,1999,2503,0.608,12.18,208.00,7.40
10.846,18494,587,50,2006,2000,2502,0.593,12.16,208.00,7.21
10.846,18495,587,50,2007,2000,2502,0.593,12.16,206.00,7.21
10.846,18496,587,50,2007,2000,2501,0.586,12.17,209.00,7.13
10.846,18497,587,50,2007,2000,2502,0.593,12.17,205.00,7.22
10.846,18498,587,50,2007,2000,2499,0.586,12.16,209.00,7.13
10.846,18499,587,50,2006,1997,2498,0.600,12.18,211.00,7.31
10.846,18500,587,50,2005,1996,2499,0.593,12.17,208.00,7.22
10.846,18501,587,50,2006,1996,2498,0.586,12.17,208.00,7.13
10.846,18502,587,50,2006,1998,2498,0.600,12.17,209.00,7.30
10.846,18503,587,50,2005,1996,2497,0.593,12.17,209.00,7.22
10.846,18504,587,50,2005,1996,2499,0.593,12.17,208.00,7.22
10.847,18505,587,50,2005,1996,2503,0.586,12.17,205.00,7.13
10.847,18506,587,50,2005,1997,2501,0.593,12.17,209.00,7.22
10.847,18507,587,50,2004,1997,2501,0.593,12.17,209.00,7.22
10.847,18508,587,50,2006,1998,2502,0.586,12.16,209.00,7.13
10.847,18509,587,50,2005,2000,2502,0.593,12.18,208.00,7.22
10.847,18510,587,50,2006,1999,2501,0.600,12.17,209.00,7.30
10.847,18511,587,50,2006,1999,2503,0.586,12.16,208.00,7.13
10.847,18512,587,50,2006,1998,2503,0.593,12.16,206.00,7.21
10.847,18513,587,50,2006,1998,2503,0.600,12.16,205.00,7.30
10.847,18514,587,50,2004,1997,2500,0.593,12.16,208.00,7.21
10.847,18515,587,50,2005,1997,2498,0.593,12.17,208.00,7.22
10.847,18516,587,50,2006,1998,2497,0.600,12.18,211.00,7.31
10.847,18517,587,50,2005,1996,2497,0.600,12.18,209.00,7.31
10.848,18518,587,50,2004,1996,2498,0.600,12.18,208.00,7.31
10.848,18519,587,50,2004,1996,2498,0.600,12.18,208.00,7.31
10.848,18520,587,50,2006,1997,2498,0.586,12.17,211.00,7.13
10.848,18521,587,50,2004,1996,2500,0.600,12.17,208.00,7.30
10.848,18522,587,50,2004,1997,2502,0.593,12.17,208.00,7.22
10.848,18523,587,50,2006,2000,2501,0.586,12.15,209.00,7.12
10.848,18524,587,50,2006,2000,2502,0.600,12.17,208.00,7.30
10.848,18525,587,50,2005,1999,2502,0.600,12.18,209.00,7.31
10.848,18526,587,50,2005,1998,2503,0.586,12.16,209.00,7.13
10.848,18527,587,50,2007,2000,2503,0.600,12.18,208.00,7.31
10.848,18528,587,50,2005,1998,2502,0.593,12.17,208.00,7.22
10.848,18529,587,50,2004,1998,2502,0.600,12.17,208.00,7.30
10.849,18530,587,50,2005,1997,2500,0.600,12.16,209.00,7.30
10.849,18531,587,50,2004,1995,2500,0.586,12.16,208.00,7.13
10.849,18532,587,50,2006,1997,2499,0.600,12.17,206.00,7.30
10.849,18533,587,50,2006,1997,2497,0.593,12.17,209.00,7.22
10.849,18534,587,50,2005,1996,2498,0.593,12.17,209.00,7.22
10.849,18535,587,50,2006,1995,2498,0.593,12.18,209.00,7.22
10.849,18536,587,50,2007,1996,2497,0.593,12.18,211.00,7.22
10.849,18537,587,50,2006,1996,2501,0.586,12.17,206.00,7.13
10.849,18538,587,50,2005,1998,2500,0.600,12.17,209.00,7.30
10.849,18539,587,50,2006,1998,2500,0.586,12.17,211.00,7.13
10.849,18540,587,50,2006,1999,2502,0.593,12.18,209.00,7.22
10.849,18541,587,50,2005,1998,2501,0.593,12.18,211.00,7.22
10.849,18542,587,50,2006,1999,2504,0.586,12.17,208.00,7.13
10.849,18543,587,50,2006,1998,2502,0.593,12.17,211.00,7.22
10.849,18544,587,50,2005,1998,2503,0.586,12.16,209.00,7.13
10.849,18545,587,50,2004,1998,2501,0.608,12.18,209.00,7.40
10.849,18546,587,50,2005,1997,2501,0.600,12.17,208.00,7.30
10.849,18547,587,50,2004,1997,2499,0.593,12.17,209.00,7.22
10.849,18548,587,50,2005,1996,2498,0.586,12.17,209.00,7.13
10.849,18549,587,50,2007,1997,2498,0.593,12.16,208.00,7.21
10.849,18550,587,50,2005,1996,2498,0.578,12.17,208.00,7.03
10.850,18551,587,50,2005,1995,2498,0.593,12.17,211.00,7.22
10.850,18552,587,50,2006,1995,2499,0.586,12.16,208.00,7.13
10.850,18553,587,50,2004,1995,2500,0.593,12.17,208.00,7.22
10.850,18554,587,50,2004,1996,2499,0.586,12.16,209.00,7.13
10.850,18555,587,50,2006,1998,2500,0.600,12.18,211.00,7.31
10.850,18556,587,50,2004,1997,2503,0.593,12.16,206.00,7.21
10.850,18557,587,50,2006,2000,2503,0.586,12.16,208.00,7.13
10.850,18558,587,50,2006,1999,2505,0.600,12.16,208.00,7.30
10.850,18559,587,50,2007,2000,2504,0.600,12.17,208.00,7.30
10.850,18560,587,50,2006,1998,2503,0.593,12.16,209.00,7.21
